period,entity,bonds,mortgages,alts,cash,real_estate,total_invested,annuity_ytd,life_prem_ytd
2016Q1,NELIC,1501105067.0,121258948.0,68546161.0,0.0,0.0,1690910176.0,13995385.0,57657632.0
2016Q2,NELIC,1536738360.0,121258948.0,64068131.0,0.0,0.0,1722065439.0,30988967.0,111125346.0
2016Q3,NELIC,1670107847.0,121258948.0,15882889.0,0.0,0.0,1807249684.0,41386794.0,162629848.0
2016Q4,NELIC,1407782447.0,87588371.0,15932056.0,5997033.0,0.0,1517299907.0,52217649.0,214055336.0
2017Q1,NELIC,1420582102.0,102137069.0,15999884.0,0.0,0.0,1538719055.0,9412269.0,52868793.0
2017Q2,NELIC,1435049430.0,104088521.0,12948913.0,0.0,0.0,1552086864.0,16747432.0,102788047.0
2017Q3,NELIC,1443150401.0,103563926.0,12574219.0,0.0,0.0,1559288546.0,21796128.0,147369156.0
2017Q4,NELIC,1326012852.0,102310294.0,12530513.0,40951019.0,0.0,1481804678.0,27780449.0,198443014.0
2018Q1,NELIC,1323353120.0,102310294.0,12312015.0,62932283.0,0.0,1500907712.0,6745737.0,48862611.0
2018Q2,NELIC,1309444338.0,102310294.0,12747679.0,46917766.0,0.0,1471420077.0,12813433.0,91220928.0
2018Q3,NELIC,1385790313.0,102310294.0,13067746.0,62785121.0,0.0,1563953474.0,15962652.0,133455510.0
2018Q4,NELIC,1000594935.0,98870858.0,13212874.0,47966025.0,0.0,1160644692.0,19916258.0,176860251.0
2019Q1,NELIC,1035675239.0,91277778.0,13229488.0,47966025.0,0.0,1188148530.0,2985037.0,45643686.0
2019Q2,NELIC,1051420430.0,90585104.0,13194394.0,47966025.0,0.0,1203165953.0,6501053.0,84499212.0
2019Q3,NELIC,926519640.0,90021495.0,13101238.0,130948815.0,0.0,1160591188.0,8846375.0,124107971.0
2019Q4,NELIC,944767554.0,89021081.0,15753121.0,0.0,0.0,1049541756.0,11267371.0,164519602.0
2020Q1,NELIC,990552018.0,90349813.0,16032201.0,3299647.0,0.0,1100233679.0,3572705.0,39012526.0
2020Q2,NELIC,1006715653.0,88023350.0,15031324.0,2226200.0,0.0,1111996527.0,6520982.0,77535055.0
2020Q3,NELIC,1009368231.0,87468463.0,14751789.0,32722652.0,0.0,1144311135.0,9734305.0,114599712.0
2020Q4,NELIC,999405822.0,85986447.0,14846959.0,0.0,0.0,1100239228.0,11646358.0,152317942.0
2021Q1,NELIC,995292448.0,83447805.0,14839612.0,0.0,0.0,1093579865.0,7033417.0,37103367.0
2021Q2,NELIC,965104387.0,80790447.0,13911290.0,0.0,0.0,1059806124.0,5296373.0,72047396.0
2021Q3,NELIC,996313555.0,79306018.0,15038785.0,0.0,0.0,1090658358.0,0.0,0.0
2021Q4,NELIC,956074755.0,62718996.0,14752107.0,0.0,0.0,1033545858.0,0.0,0.0
2022Q1,NELIC,984840203,61962175,0.0,0.0,0.0,1046802378.0,0.0,0.0
2022Q2,NELIC,964575264.0,59775524.0,14461727.0,4348083.0,0.0,1043160598.0,0.0,0.0
2022Q3,NELIC,981758033.0,59376831.0,14666306.0,4959804.0,0.0,1060760974.0,0.0,0.0
2022Q4,NELIC,937335097.0,58917399.0,14642761.0,946288.0,0.0,1011841545.0,7951805.0,129224500.0
2023Q1,NELIC,930903794.0,35002408.0,14747785.0,6479941.0,0.0,987133928.0,1183568.0,32942240.0
2023Q2,NELIC,926279525.0,34736562.0,14263197.0,26152398.0,0.0,1001431682.0,2244236.0,62648773.0
2023Q3,NELIC,971377279.0,34508315.0,14528007.0,1496053.0,0.0,1021909654.0,2805507.0,91607615.0
2023Q4,NELIC,889317982.0,33504146.0,14959875.0,2304059.0,0.0,940086062.0,3840276.0,120704643.0
2024Q1,NELIC,877535420.0,35920497.0,15099818.0,15962729.0,0.0,944518464.0,1367490.0,29133410.0
2024Q2,NELIC,865423655.0,35636339.0,14491151.0,22911584.0,0.0,938462729.0,2807028.0,56326434.0
2024Q3,NELIC,846368201.0,35363934.0,14535259.0,35390311.0,0.0,931657705.0,4016125.0,83643224.0
2024Q4,NELIC,834983955.0,31769338.0,14971427.0,37562471.0,0.0,919287191.0,5257013.0,109589956.0
2025Q1,NELIC,881594786.0,30772952.0,16386976.0,37562471.0,0.0,966317185.0,639215.0,29977629.0
2025Q2,NELIC,945649658.0,29723790.0,15475196.0,37562471.0,0.0,1028411115.0,1269496.0,56932340.0
2025Q3,NELIC,953071606.0,28556808.0,15653275.0,37562471.0,0.0,1034844160.0,1701396.0,81714009.0
2025Q4,NELIC,964737361.0,28310985.0,15858437.0,0.0,0.0,1008906783.0,2551827.0,106690428.0
